question_id,question_text,parent_question,item,years,num_years,response_alternatives,num_responses,should_group_with,notes
13090,alkoholkonsumtion problem ohälsa och missbruk - för dig själv och dina närmaste,alkoholkonsumtion problem,,2014,1,1=Inget problem alls | 2 | 3 | 4 | 5=Mycket stort problem | Ingen uppfattning,6,,
13089,alkoholkonsumtion problem ohälsa och missbruk - i den kommun där du bor,alkoholkonsumtion problem,,2014,1,1=Inget problem alls | 2 | 3 | 4 | 5=Mycket stort problem | Ingen uppfattning,6,,
13091,alkoholkonsumtion problem ohälsa och missbruk - i den kommun där du bor,alkoholkonsumtion problem,,2014,1,1=Inget problem alls | 2 | 3 | 4 | 5=Mycket stort problem | Ingen uppfattning,6,,
13092,alkoholkonsumtion problem ohälsa och missbruk - i sverige,alkoholkonsumtion problem,,2014,1,1=Inget problem alls | 2 | 3 | 4 | 5=Mycket stort problem | Ingen uppfattning,6,,
13093,alkoholkonsumtion problem olycksfall och ansvarslöst beteende - för dig själv och dina närmaste,alkoholkonsumtion problem,,2014,1,1=Inget problem alls | 2 | 3 | 4 | 5=Mycket stort problem | Ingen uppfattning,6,,
13094,alkoholkonsumtion problem olycksfall och ansvarslöst beteende - i sverige,alkoholkonsumtion problem,,2014,1,1=Inget problem alls | 2 | 3 | 4 | 5=Mycket stort problem | Ingen uppfattning,6,,
13095,alkoholkonsumtion problem olycksfall och ansvarslöst beteende-i den kommun där du bor,alkoholkonsumtion problem,,2014,1,1=Inget problem alls | 2 | 3 | 4 | 5=Mycket stort problem | Ingen uppfattning,6,,
13096,"alkoholkonsumtion problem våld, kriminalitet och otrygghet - för dig själv och dina närmaste",alkoholkonsumtion problem,,2014,1,1=Inget problem alls | 2 | 3 | 4 | 5=Mycket stort problem | Ingen uppfattning,6,,
17083,alkoholkonsumtionens konsekvenser överväger? för dig personligen,alkoholkonsumtionens konsekvenser överväger,,2023,1,-3=Negativa konsekvenser överväger kraftigt | -2 | -1 | 0 | +1 | +2 | +3=Positiva konsekvenser överväger kraftigt | Ingen uppfattning,8,,
17084,alkoholkonsumtionens konsekvenser överväger? för samhället,alkoholkonsumtionens konsekvenser överväger,,2023,1,-3=Negativa konsekvenser överväger kraftigt | -2 | -1 | 0 | +1 | +2 | +3=Positiva konsekvenser överväger kraftigt | Ingen uppfattning,8,,
17087,alkoholkonsumtionens konsekvenser överväger? för samhället,,,2023,1,-3=Negativa konsekvenser överväger kraftigt | -2 | -1 | 0 | +1 | +2 | +3=Positiva konsekvenser överväger kraftigt | Ingen uppfattning,8,,
13969,alkoholkonsumtionens positiva eller negativa konsekvenser överväger - för dig personligen,,,"2016, 2017",2,-3=Negativa konsekvenser överväger kraftigt | -2 | -3 | 0 | 1 | 2 | 3=Positiva konsekvenser överväger kraftigt | Ingen uppfattning,8,,
13967,alkoholkonsumtionens positiva eller negativa konsekvenser överväger - för dig personligen,alkoholkonsumtionens positiva eller negativa konsekvenser överväger,,"2016, 2017",2,-3=Negativa konsekvenser överväger kraftigt | -2 | -3 | 0 | 1 | 2 | 3=Positiva konsekvenser överväger kraftigt | Ingen uppfattning,8,,
13968,alkoholkonsumtionens positiva eller negativa konsekvenser överväger - för samhället,alkoholkonsumtionens positiva eller negativa konsekvenser överväger,,"2016, 2017",2,-3=Negativa konsekvenser överväger kraftigt | -2 | -3 | 0 | 1 | 2 | 3=Positiva konsekvenser överväger kraftigt | Ingen uppfattning,8,,
12972,alkoholkonsumtionens positiva eller negativa konsekvenser överväger? för dig personligen,alkoholkonsumtionens positiva eller negativa konsekvenser överväger,,"2014, 2015",2,-3=Negativa konsekvenser överväger kraftigt | -2 | -1 | 0 | +1 | +2 | +3=Positiva konsekvenser överväger kraftigt | Ingen uppfattning,8,,
12973,alkoholkonsumtionens positiva eller negativa konsekvenser överväger? för samhället,alkoholkonsumtionens positiva eller negativa konsekvenser överväger,,"2014, 2015",2,-3=Negativa konsekvenser överväger kraftigt | -2 | -1 | 0 | +1 | +2 | +3=Positiva konsekvenser överväger kraftigt | Ingen uppfattning,8,,
2655,allmänna intryck - plus,,,"1997, 2004, 2005, 2006, 2007, 2008, 2010, 2011",8,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
10914,allmänna intryck - svt b barnkanalen,,,2010,1,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
7009,allmänna intryck - svt/ur kunskapskanalen,,,"2004, 2006, 2012",3,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
10912,#NAMN?,allmänna intryck,,2010,1,öppen fråga,1,,
2653,allmänna intryck - plus,allmänna intryck,,"1997, 2003, 2004, 2005, 2006, 2010",6,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
7007,allmänna intryck - svt/ur kunskapskanalen,allmänna intryck,,"2004, 2005, 2010",3,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
11523,aarsmod årsmodell på hushållets bil,allmänt gillar resp. ogillar internationella ledare,,2011,1,Nej | Ja | Frågan ej ställd,3,,
11524,abok transkriberat svar,allmänt gillar resp. ogillar internationella ledare,,2011,1,ÅFrågan ej ställdÖ,1,,
11525,allmänt gillar resp. ogillar internationella ledare angela merkel,allmänt gillar resp. ogillar internationella ledare,,2011,1,Ogillar starkt (-5) | (-4) | (-3) | (-2) | (-1) | Varken gillar eller ogillar (0) | (+1) | (+2) | (+3) | (+4) | Gillar starkt (+5) | Personen är okänd för mig,12,,
11526,allmänt gillar resp. ogillar internationella ledare ban ki-moon,allmänt gillar resp. ogillar internationella ledare,,2011,1,Ogillar starkt (-5) | (-4) | (-3) | (-2) | (-1) | Varken gillar eller ogillar (0) | (+1) | (+2) | (+3) | (+4) | Gillar starkt (+5) | Personen är okänd för mig,12,,
11527,allmänt gillar resp. ogillar internationella ledare barack obama,allmänt gillar resp. ogillar internationella ledare,,2011,1,Ogillar starkt (-5) | (-4) | (-3) | (-2) | (-1) | Varken gillar eller ogillar (0) | (+1) | (+2) | (+3) | (+4) | Gillar starkt (+5) | Personen är okänd för mig,12,,
11528,allmänt gillar resp. ogillar internationella ledare catherine ashton,allmänt gillar resp. ogillar internationella ledare,,2011,1,Ogillar starkt (-5) | (-4) | (-3) | (-2) | (-1) | Varken gillar eller ogillar (0) | (+1) | (+2) | (+3) | (+4) | Gillar starkt (+5) | Personen är okänd för mig,12,,
11529,allmänt gillar resp. ogillar internationella ledare herman van rompuy,allmänt gillar resp. ogillar internationella ledare,,2011,1,Ogillar starkt (-5) | (-4) | (-3) | (-2) | (-1) | Varken gillar eller ogillar (0) | (+1) | (+2) | (+3) | (+4) | Gillar starkt (+5) | Personen är okänd för mig,12,,
11530,allmänt gillar resp. ogillar internationella ledare jens stoltenberg,allmänt gillar resp. ogillar internationella ledare,,2011,1,Ogillar starkt (-5) | (-4) | (-3) | (-2) | (-1) | Varken gillar eller ogillar (0) | (+1) | (+2) | (+3) | (+4) | Gillar starkt (+5) | Personen är okänd för mig,12,,
11531,allmänt gillar resp. ogillar internationella ledare silvio berlusconi,allmänt gillar resp. ogillar internationella ledare,,2011,1,Ogillar starkt (-5) | (-4) | (-3) | (-2) | (-1) | Varken gillar eller ogillar (0) | (+1) | (+2) | (+3) | (+4) | Gillar starkt (+5) | Personen är okänd för mig,12,,
10107,allmänt intresse sport,,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10108,allmänt intresse utseende/kroppsvård,,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10091,aarsmod hushållets bil årsmodell,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10092,allmänt hälsotillstånd,allmänt intresse,,2009,1,0 = Mycket dåligt | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket gott,11,,
10093,allmänt intresse ekonomi,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10094,allmänt intresse heminredning,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10095,allmänt intresse hälsa/medicin,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10096,allmänt intresse kultur,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10097,allmänt intresse kändisar,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10098,allmänt intresse lokalsamhället,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
